Movie_Name,Release_Period,Whether_Remake,Whether_Franchise,Genre,New_Actor,New_Director,New_Music_Director,Lead_Star,Director,Music_Director,Screens,Budget,Revenue,Profit_Factor,Year,Duration,Rating,Votes
Son Of Sardaar,Holiday,Yes,No,masala,No,No,No,Ajay Devgn,Ashwini Dhir,Himesh Reshammiya,2000,670000000,1351247500,2.016787313,2012,141,4.0,9060
Housefull 3,Normal,No,Yes,comedy,No,No,No,Akshay Kumar,Farhad - Sajid,Mika Singh,3650,970000000,1949350000,2.009639175,2016,140,5.0,8653
36 China Town,Holiday,Yes,No,suspense,No,No,No,Akshaye Khanna,Abbas - Mustan,Himesh Reshammiya,450,190000000,379200000,1.995789474,2006,140,5.7,4373
Atithi Tum Kab Jaoge?,Normal,No,No,comedy,No,No,No,Ajay Devgn,Ashwini Dhir,Pritam,1050,220000000,433110000,1.968681818,2010,155,6.4,5383
Fashion,Holiday,No,No,drama,No,No,No,Priyanka Chopra,Madhur Bhandarkar,Salim - Sulaiman,750,200000000,392945000,1.964725,2008,167,6.9,11918
Apne,Normal,No,No,drama,No,No,No,Sunny Deol,Anil Sharma,Himesh Reshammiya,625,200000000,392825000,1.964125,2007,173,6.0,2868
Jodhaa Akbar,Normal,No,No,love_story,No,No,No,Hrithik Roshan,Ashutosh Gowariker,A.R. Rehman,1000,550000000,1077817500,1.959668182,2008,213,7.6,30717
Happy Bhaag Jayegi,Normal,No,No,rom__com,No,No,No,Abhay Deol,Mudassar Aziz,Sohail Sen,1000,200000000,391500000,1.9575,2016,126,6.5,5046
Barsaat,Holiday,No,No,love_story,No,No,No,Bobby Deol,Suneel Darshan,Nadeem - Shravan,375,100000000,195600000,1.956,1995,166,5.4,1193
One Two Three,Normal,No,No,comedy,No,Yes,No,Suneil Shetty,Ashwini Dhir,Raghav Sachar,575,140000000,273600000,1.954285714,2008,135,5.3,2511
Honeymoon Travels Pvt. Ltd.,Normal,No,No,rom__com,No,Yes,No,Abhay Deol,Reema Kagti,Vishal - Shekhar,350,100000000,195160000,1.9516,2007,118,6.1,2411
Dishoom,Normal,No,No,action,No,No,No,John Abraham,Rohit Dhawan,Pritam,3000,610000000,1187630000,1.946934426,2016,124,5.1,7100
Madras Cafe,Normal,No,No,thriller,No,No,No,John Abraham,Shoojit Sircar,Shantanu Moitra,1050,350000000,675640000,1.9304,2013,130,7.7,23388
Parineeta,Normal,No,No,drama,No,Yes,No,Saif Ali Khan,Pradeep Sarkar,Shantanu Moitra,325,170000000,326325000,1.919558824,2005,130,7.2,8867
Main Tera Hero,Normal,No,No,comedy,No,No,No,Varun Dhawan,David Dhawan,Sajid - Wajid,2400,410000000,784522500,1.913469512,2014,128,5.1,8139
Highway,Holiday,No,No,drama,No,No,No,Randeep Hooda,Imtiaz Ali,A.R. Rehman,750,250000000,477065000,1.90826,2014,133,7.6,27168
Sins,Normal,No,No,drama,Yes,Yes,Yes,Shiney Ahuja,Vinod Pande,Sanjoy Chowdhary,50,12500000,23800000,1.904,2005,138,4.2,387
Rock On!!,Normal,No,No,drama,Yes,No,No,Farhan Akhtar,Abhishek Kapoor,Shankar - Ehsaan - Loy,400,190000000,360937500,1.899671053,2008,145,7.7,21178
Pyaar Ke Side Effects,Normal,No,No,comedy,No,Yes,No,Rahul Bose,Saket Chaudhary,Pritam,225,65000000,121890000,1.875230769,2006,132,6.7,3038
Murder 3,Holiday,No,Yes,thriller,No,Yes,No,Randeep Hooda,Vishesh Bhatt,Pritam,1400,150000000,277525000,1.850166667,2013,124,4.9,2423
Bewafaa,Normal,No,No,love_story,No,No,No,Akshay Kumar,Dharmesh Darshan,Nadeem - Shravan,450,180000000,331830000,1.8435,2005,151,4.4,2393
Jai Ho,Holiday,No,No,action,No,No,No,Salman Khan,Sohail Khan,Sajid - Wajid,3700,1020000000,1862120000,1.825607843,2014,135,5.1,18411
Hate Story,Normal,No,No,thriller,Yes,No,Yes,Paoli Dam,Vivek Agnihotri,Harshit Saxena,1100,90000000,164300000,1.825555556,2012,140,5.3,3493
Mere Baap Pehle Aap,Normal,Yes,No,comedy,No,No,No,Akshaye Khanna,Priyadarshan,Vidyasagar,800,200000000,362380000,1.8119,2008,163,5.4,2058
Jhoom Barabar Jhoom,Normal,No,No,rom__com,No,No,No,Abhishek Bachchan,Shaad Ali,Shankar - Ehsaan - Loy,950,270000000,485250000,1.797222222,2007,138,3.7,3043
Khatta Meetha,Normal,Yes,No,comedy,No,No,No,Akshay Kumar,Priyadarshan,Pritam,1450,350000000,627920000,1.794057143,2010,157,5.7,9891
Krazzy 4,Holiday,No,No,comedy,No,Yes,No,Arshad Warsi,Jaideep Sen,Rajesh Roshan,800,180000000,322780000,1.793222222,2008,110,4.2,2028
Wanted,Holiday,Yes,No,action,No,Yes,No,Salman Khan,Prabhu Deva,Sajid - Wajid,1400,520000000,932300000,1.792884615,2009,147,6.6,22173
Saheb Biwi Aur Gangster,Holiday,No,No,thriller,No,No,Yes,Mahie Gill,Tigmanshu Dhulia,Ankit Tiwari,525,60000000,107550000,1.7925,2011,118,7.2,4028
Mithya,Holiday,No,No,comedy,No,No,No,Ranvir Shorey,Rajat Kapoor,Sagar Desai,200,40000000,71700000,1.7925,2008,110,7.1,1934
Kaminey,Holiday,No,No,drama,No,No,No,Shahid Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,1250,400000000,715650000,1.789125,2009,130,7.4,16640
Kabul Express,Normal,No,No,drama,No,Yes,Yes,John Abraham,Kabir Khan,Raghav Sachar,275,120000000,214025000,1.783541667,2006,105,6.8,3181
Drishyam,Normal,Yes,No,thriller,No,No,No,Ajay Devgn,Nishikant Kamat,Vishal Bhardwaj,2250,620000000,1104260000,1.781064516,2015,163,8.2,74326
Black,Normal,No,No,drama,No,No,No,Amitabh Bachchan,Sanjay Leela Bhansali,Monty Sharma,235,230000000,409370000,1.779869565,2005,122,8.2,33782
Finding Fanny,Normal,No,No,drama,No,No,No,Deepika Padukone,Homi Adajania,Mathias Duplessy,875,290000000,512810000,1.768310345,2014,102,5.7,6225
Dishkiyaoon,Holiday,No,No,thriller,No,Yes,No,Harman Baweja,Sanamjit Talwar,Sneha Khanwalkar,1550,39000000,68872500,1.765961538,2014,119,5.2,986
Billu,Holiday,Yes,No,comedy,No,No,No,Irrfan Khan,Priyadarshan,Pritam,1050,270000000,474512500,1.757453704,2009,137,6.2,11078
Pyaar Ka Punchnama,Normal,No,No,rom__com,Yes,Yes,Yes,Kartik Aryan,Luv Ranjan,Clinton Cerejo,550,97500000,170300000,1.746666667,2011,149,7.6,20388
Dil Dhadakne Do,Normal,No,No,drama,No,No,No,Ranveer Singh,Zoya Akhtar,Shankar - Ehsaan - Loy,2300,830000000,1447987500,1.744563253,2015,170,6.9,15722
Kaabil,Holiday,No,No,thriller,No,No,No,Hrithik Roshan,Sanjay Gupta,Rajesh Roshan,2550,890000000,1545140000,1.73611236,2017,139,7.1,24942
Gabbar Is Back,Holiday,Yes,No,action,No,Yes,No,Akshay Kumar,Krish,Chirantan Bhatt,3100,790000000,1358120000,1.719139241,2015,128,7.1,23209
Race 2,Holiday,No,Yes,thriller,No,No,No,Saif Ali Khan,Abbas - Mustan,Pritam,3200,940000000,1615375000,1.718484043,2013,150,5.4,15574
R... Rajkumar,Normal,No,No,action,No,No,No,Shahid Kapoor,Prabhu Deva,Pritam,2350,580000000,995735000,1.716784483,2013,146,5.2,5552
Anjaana Anjaani,Holiday,No,No,rom__com,No,No,No,Ranbir Kapoor,Siddharth Anand,Vishal - Shekhar,1250,400000000,684875000,1.7121875,2010,151,5.8,6416
B.A. Pass,Holiday,No,No,adult,No,Yes,Yes,Dibyendu Bhattacharya,Ajay Bahl,Alokananda Dasgupta,600,67500000,114600000,1.697777778,2012,95,6.4,3702
Naam Shabana,Normal,No,Yes,thriller,No,No,No,Taapsee Pannu,Shivam Nair,Rochak Kohli,2000,330000000,559900000,1.696666667,2017,147,6.3,5924
Stanley Ka Dabba,Normal,No,No,drama,Yes,Yes,Yes,Partho A. Gupte,Amol Gupte,Hitesh Sonik,250,45000000,76300000,1.695555556,2011,96,7.8,6493
Kahaani 2,Normal,No,Yes,thriller,No,No,Yes,Vidya Balan,Sujoy Ghosh,Clinton Cerejo,1250,330000000,559400000,1.695151515,2016,127,6.6,5159
Bang Bang,Holiday,Yes,No,action,No,No,No,Hrithik Roshan,Siddharth Anand,Vishal - Shekhar,3250,1600000000,2706912500,1.691820313,2014,153,5.6,22436
Shootout At Wadala,Normal,No,Yes,action,No,No,No,John Abraham,Sanjay Gupta,Anand Raj Anand,2200,490000000,825542500,1.684780612,2013,155,5.9,6439
Lafangey Parindey,Holiday,No,No,drama,No,No,Yes,Neil Nitin Mukesh,Pradeep Sarkar,R. Anandh,950,190000000,319925000,1.683815789,2010,126,5.2,2027
Ishqiya,Normal,No,No,rom__com,No,Yes,No,Naseeruddin Shah,Abhishek Chaubey,Vishal Bhardwaj,600,190000000,318150000,1.674473684,2010,118,7.3,10075
Sachin - A Billion Dreams,Normal,No,No,documentary,Yes,Yes,No,Sachin Tendulkar,James Erskine,A.R. Rehman,1950,390000000,649515000,1.665423077,2017,138,8.6,7711
Tashan,Normal,No,No,action,No,Yes,No,Akshay Kumar,Vijay Krishna Acharya,Vishal - Shekhar,950,310000000,516200000,1.66516129,2008,120,3.9,5037
Baby,Holiday,No,No,thriller,No,No,No,Akshay Kumar,Neeraj Pandey,Meet Bros,2450,750000000,1248440000,1.664586667,2015,159,8.0,53997
Dhol,Normal,Yes,No,comedy,No,No,No,Tusshar Kapoor,Priyadarshan,Pritam,650,140000000,232775000,1.662678571,2007,145,6.3,5501
Dum Maaro Dum,Holiday,No,No,thriller,No,No,No,Abhishek Bachchan,Rohan Sippy,Pritam,1350,310000000,511940000,1.651419355,2011,128,6.2,3860
Haider,Holiday,No,No,drama,No,No,No,Shahid Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,1250,480000000,791667500,1.649307292,2014,160,8.1,51354
Rockstar,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Imtiaz Ali,A.R. Rehman,1950,660000000,1087017500,1.646996212,2011,159,7.7,40835
F.A.L.T.U,Holiday,No,No,comedy,No,Yes,No,Jacky Bhagnani,Remo D'Souza,Sachin - Jigar,1200,200000000,329200000,1.646,2011,120,4.6,2963
99,Normal,No,No,drama,No,Yes,Yes,Kunal Khemu,Krishna D.K,Roshan Machado,550,90000000,147600000,1.64,2009,135,7.3,2767
Student Of The Year,Holiday,No,No,rom__com,Yes,No,No,Varun Dhawan,Karan Johar,Vishal - Shekhar,1350,590000000,966690000,1.638457627,2012,146,5.3,16038
Heroine,Normal,No,No,drama,No,No,No,Kareena Kapoor,Madhur Bhandarkar,Salim - Sulaiman,2000,350000000,571175000,1.631928571,2012,149,5.1,4132
Omkara,Normal,No,No,drama,No,No,No,Ajay Devgn,Vishal Bhardwaj,Vishal Bhardwaj,625,260000000,424120000,1.631230769,2006,155,8.1,19631
Befikre,Normal,No,No,rom__com,No,No,No,Ranveer Singh,Aditya Chopra,Vishal - Shekhar,2150,640000000,1039875000,1.624804688,2016,130,3.9,7185
Thoda Pyaar Thoda Magic,Normal,No,No,drama,No,No,No,Saif Ali Khan,Kunal Kohli,Shankar - Ehsaan - Loy,750,230000000,372530000,1.619695652,2008,145,4.9,2390
Shaadi Ke Side Effects,Normal,No,Yes,rom__com,No,No,No,Farhan Akhtar,Saket Chaudhary,Pritam,1900,430000000,696300000,1.619302326,2014,145,5.6,3882
Begum Jaan,Holiday,Yes,No,drama,No,Yes,No,Vidya Balan,Srijit Mukherji,Anu Malik,1250,190000000,306190000,1.611526316,2017,128,5.6,2626
Humko Deewana Kar Gaye,Holiday,No,No,love_story,No,No,No,Akshay Kumar,Raj Kanwar,Anu Malik,475,170000000,273650000,1.609705882,2006,155,5.2,3977
Lekar Hum Deewana Dil,Normal,No,No,rom__com,Yes,Yes,No,Armaan Jain,Arif Ali,A.R. Rehman,875,28200000,45360000,1.608510638,2014,140,4.9,679
Phillauri,Normal,No,No,drama,Yes,Yes,No,Diljit Dosanjh,Anshai Lal,Jasleen Royal,1500,290000000,466075000,1.607155172,2017,138,6.1,3596
U Me Aur Hum,Holiday,No,No,love_story,No,Yes,No,Ajay Devgn,Ajay Devgn,Vishal Bhardwaj,600,250000000,400200000,1.6008,2008,156,5.9,2443
Ra.One,Holiday,No,No,action,No,No,No,Shahrukh Khan,Anubhav Sinha,Vishal - Shekhar,2900,1300000000,2073862500,1.595278846,2011,156,4.7,39039
Aurangzeb,Normal,No,No,drama,No,Yes,Yes,Arjun Kapoor,Atul Sabharwal,Amartya Rahut,1200,220000000,350252500,1.592056818,2013,137,6.5,3985
Commando,Holiday,No,No,action,Yes,Yes,Yes,Vidyut Jammwal,Dilip Ghosh,Mannan Shaah,1500,170000000,269800000,1.587058824,2013,124,6.2,4757
Tamasha,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Imtiaz Ali,A.R. Rehman,2050,870000000,1366387500,1.570560345,2015,139,7.3,24623
Welcome Back,Holiday,No,Yes,comedy,No,No,No,John Abraham,Anees Bazmee,Meet Bros,3200,1080000000,1687670000,1.562657407,2015,152,4.2,5656
Ghanchakkar,Normal,No,No,comedy,No,No,No,Emraan Hashmi,Raj Kumar Gupta,Amit Trivedi,1450,290000000,449915000,1.551431034,2013,137,5.8,4797
Fan,Holiday,No,No,thriller,No,No,No,Shahrukh Khan,Maneesh Sharma,Vishal - Shekhar,3450,1200000000,1849330000,1.541108333,2016,142,7.0,43273
Tubelight,Holiday,Yes,No,drama,No,No,No,Salman Khan,Kabir Khan,Pritam,4400,1350000000,2079900000,1.540666667,2017,136,3.8,17774
Khiladi 786,Normal,No,Yes,comedy,No,Yes,No,Akshay Kumar,Ashish R. Mohan,Himesh Reshammiya,2750,630000000,970540000,1.540539683,2012,141,4.3,6582
Shaadi Se Pehle,Normal,No,No,rom__com,No,No,No,Akshaye Khanna,Satish Kaushik,Himesh Reshammiya,350,110000000,168865000,1.535136364,2006,122,4.1,737
Mom,Normal,No,No,drama,No,Yes,No,Sridevi,Ravi Udyawar,A.R. Rehman,1200,370000000,565740000,1.529027027,2017,146,7.3,9395
Chalo Dilli,Holiday,No,No,comedy,No,No,Yes,Vinay Pathak,Shashant Shah,Rohit Kulkarni,725,95000000,145132500,1.527710526,2011,155,6.8,3081
Baabul,Normal,No,No,drama,No,No,No,Salman Khan,Ravi Chopra,Aadesh Shrivastava,675,260000000,395745000,1.522096154,2006,169,5.4,3157
Shanghai,Normal,No,No,thriller,No,No,Yes,Emraan Hashmi,Dibakar Banerjee,Vishal - Shekhar,975,230000000,349650000,1.520217391,2012,120,7.2,9804
Saheb Biwi Aur Gangster Returns,Holiday,No,Yes,thriller,No,No,No,Mahie Gill,Tigmanshu Dhulia,Sandeep Chowta,1350,190000000,288013750,1.515861842,2013,142,6.8,3857
Welcome to Sajjanpur,Normal,No,No,drama,No,No,No,Shreyas Talpade,Shyam Benegal,Shantanu Moitra,450,90000000,136000000,1.511111111,2008,133,6.9,3096
Black Friday,Holiday,No,No,drama,No,Yes,Yes,Kay Kay Menon,Anurag Kashyap,Indian Ocean,160,45000000,67840000,1.507555556,2004,143,8.5,19493
Matru Ki Bijlee Ka Mandola,Holiday,No,No,drama,No,No,No,Imran Khan,Vishal Bhardwaj,Vishal Bhardwaj,1850,410000000,617615000,1.506378049,2013,151,5.6,6035
Jai Gangaajal,Holiday,No,Yes,drama,No,No,No,Priyanka Chopra,Prakash Jha,Salim - Sulaiman,2500,330000000,495925000,1.50280303,2016,149,5.6,2455
Shaadi Mein Zaroor Aana,Normal,No,No,rom__com,No,Yes,No,Rajkummar Rao,Ratna Sinha,Arko Pravo Mukherjee,975,130000000,194700000,1.497692308,2017,137,7.6,13387
Half Girlfriend,Normal,No,No,love_story,No,No,No,Arjun Kapoor,Mohit Suri,Rishi Rich,2400,580000000,864755000,1.490956897,2017,135,4.4,6621
Desi Boyz,Normal,No,No,drama,No,Yes,No,Akshay Kumar,Rohit Dhawan,Pritam,2100,540000000,804360000,1.489555556,2011,122,5.7,13203
Sunday,Holiday,Yes,No,comedy,No,No,No,Ajay Devgn,Rohit Shetty,Raghav Sachar,900,220000000,319615000,1.452795455,2008,135,5.3,2619
Lootera,Normal,No,No,love_story,No,No,No,Ranveer Singh,Vikramaditya Motwane,Amit Trivedi,1050,320000000,464065000,1.450203125,2013,136,7.3,14888
Angoor,Holiday,No,No,adult,No,No,No,Sapna,Kanti Shah,Sawan Kumar Sawan,5,2500000,3600000,1.44,2005,106,6.1,53
Mumbai Meri Jaan,Holiday,No,No,drama,No,Yes,Yes,Kay Kay Menon,Nishikant Kamat,Samir Phatarpekar,175,35000000,50220000,1.434857143,2008,134,7.7,6034
Pyare Mohan,Holiday,No,No,comedy,No,No,No,Vivek Oberoi,Indra Kumar,Anu Malik,400,130000000,186100000,1.431538462,2006,130,3.3,827
Kismat Konnection,Normal,Yes,No,rom__com,No,No,No,Shahid Kapoor,Aziz Mirza,Sajid - Wajid,850,270000000,385847500,1.429064815,2008,153,5.2,5334
Aaja Nachle,Normal,No,No,drama,No,Yes,No,Madhuri Dixit,Anil Mehta,Salim - Sulaiman,600,200000000,284400000,1.422,2007,137,6.2,2998
Bhoothnath Returns,Holiday,No,Yes,drama,No,No,No,Amitabh Bachchan,Nitish Tiwari,Honey Singh,1500,360000000,510870000,1.419083333,2014,155,6.6,5030
Aisha,Normal,No,No,rom__com,No,Yes,No,Sonam Kapoor,Rajshree Ojha,Amit Trivedi,625,180000000,255262500,1.418125,2010,126,5.0,3953
Heroes,Normal,No,No,drama,No,No,No,Sohail Khan,Samir Karnik,Sajid - Wajid,725,180000000,254400000,1.413333333,2008,139,5.5,2059
Karthik Calling Karthik,Holiday,No,No,thriller,No,Yes,No,Farhan Akhtar,Vijay Lalwani,Shankar - Ehsaan - Loy,850,200000000,282200000,1.411,2010,135,7.1,11005
We Are Family,Holiday,Yes,No,drama,No,Yes,No,Kajol,Siddharth Malhotra,Shankar - Ehsaan - Loy,900,300000000,420490000,1.401633333,2010,115,5.6,2975
Dil Toh Baccha Hai Ji,Normal,No,No,comedy,No,No,No,Ajay Devgn,Madhur Bhandarkar,Pritam,1350,290000000,404600000,1.395172414,2011,143,5.8,3723
Force,Holiday,No,No,action,No,No,No,John Abraham,Nishikant Kamat,Harris Jayraj,1450,280000000,390320000,1.394,2011,137,6.5,7301
Ok Jaanu,Holiday,Yes,No,drama,No,No,No,Aditya Roy Kapoor,Shaad Ali,A.R. Rehman,1400,270000000,375020000,1.388962963,2017,135,5.2,3883
Naina,Holiday,No,No,horror,No,Yes,No,Urmila Matondkar,Shripal Morakhia,Salim - Sulaiman,175,50000000,69400000,1.388,2005,104,4.3,773
Mubarakan,Normal,No,No,comedy,No,No,No,Arjun Kapoor,Anees Bazmee,Rishi Rich,2300,650000000,899330000,1.383584615,2017,156,5.5,3629
Nishabd,Holiday,No,No,drama,No,No,No,Amitabh Bachchan,Ram Gopal Verma,Vishal Bhardwaj,400,85000000,117120000,1.377882353,2007,110,5.4,1622
Ek Khiladi Ek Haseena,Normal,No,No,thriller,No,Yes,No,Fardeen Khan,Suparn Verma,Pritam,300,57500000,78866250,1.371586957,2005,143,5.7,595
Shaadi No. 1,Holiday,No,No,comedy,No,No,No,Fardeen Khan,David Dhawan,Anu Malik,425,150000000,204932500,1.366216667,2005,129,3.5,892
De Dana Dan,Holiday,No,No,comedy,No,No,No,Akshay Kumar,Priyadarshan,Pritam,1550,600000000,818520000,1.3642,2009,162,5.5,7758
Alone,Normal,No,No,horror,Yes,No,No,Karan Grover,Bhushan Patel,Mithoon,1600,190000000,258450000,1.360263158,2015,133,3.7,1622
Zinda,Holiday,No,No,thriller,No,No,Yes,Sanjay Dutt,Sanjay Gupta,Kinky Ronald,400,130000000,176802500,1.360019231,2006,116,4.9,3314
Humshakals,Normal,No,No,comedy,No,No,No,Saif Ali Khan,Sajid Khan,Himesh Reshammiya,2800,640000000,870200000,1.3596875,2014,159,1.8,7840
Mere Dad Ki Maruti,Normal,No,No,comedy,No,Yes,No,Saqib Saleem,Ashima Chibber,Sachin Gupta,825,110000000,149400000,1.358181818,2013,101,6.4,4535
Karam,Normal,No,No,thriller,No,Yes,No,John Abraham,Sanjay F. Gupta,Vishal - Shekhar,225,57500000,77625000,1.35,2005,117,5.5,1324
Phata Poster Nikhla Hero,Normal,No,No,comedy,No,No,No,Shahid Kapoor,Rajkumar Santoshi,Pritam,1900,470000000,633060000,1.34693617,2013,146,4.8,4492
Yeh Saali Zindagi,Normal,No,No,thriller,No,No,Yes,Irrfan Khan,Sudhir Mishra,Nishat Khan,650,110000000,148100000,1.346363636,2011,130,7.5,4489
Hero,Normal,No,No,love_story,Yes,No,Yes,Sooraj Pancholi,Nikhil Advani,Jassi Katyal,2100,360000000,481812500,1.338368056,2015,145,3.5,2398
Katti Batti,Normal,No,No,rom__com,No,No,No,Imran Khan,Nikhil Advani,Shankar - Ehsaan - Loy,1250,320000000,426425000,1.332578125,2015,135,4.9,2856
Filmistaan,Normal,No,No,comedy,Yes,Yes,Yes,Shaarib Hashmi,Nitin Kakkar,Arijit Datta,450,75000000,99940000,1.332533333,2012,117,7.3,3371
Deewane Huye Paagal,Normal,No,No,comedy,No,No,No,Akshay Kumar,Vikram Bhatt,Anu Malik,500,200000000,265825000,1.329125,2005,158,5.3,4622
Teri Meri Kahaani,Normal,No,No,love_story,No,No,No,Shahid Kapoor,Kunal Kohli,Sajid - Wajid,1450,410000000,544800000,1.328780488,2012,117,4.7,3873
Kambakkht Ishq,Normal,No,No,rom__com,No,Yes,No,Akshay Kumar,Sabbir Khan,Anu Malik,1500,650000000,855630000,1.316353846,2009,142,3.9,6741
Bheja Fry 2,Normal,No,Yes,comedy,No,No,No,Vinay Pathak,Sagar Ballary,Sneha Khanwalkar,575,95000000,124900000,1.314736842,2011,129,4.7,1302
D,Normal,No,No,action,Yes,Yes,No,Randeep Hooda,Vishram Sawant,Nitin Raikwar,250,65000000,84961000,1.307092308,2005,107,6.8,1188
Kill Dil,Normal,No,No,thriller,No,No,No,Ranveer Singh,Shaad Ali,Shankar - Ehsaan - Loy,2300,400000000,521000000,1.3025,2014,127,4.3,3927
Blood Money,Holiday,No,No,thriller,No,Yes,Yes,Kunal Khemu,Vishal Mahadkar,Pranay Rijia,1150,90000000,116800000,1.297777778,2012,109,5.0,981
Hamari Adhuri Kahani,Normal,No,No,love_story,No,No,No,Emraan Hashmi,Mohit Suri,Mithoon,1750,400000000,518720000,1.2968,2015,129,6.7,5546
Break Ke Baad,Normal,No,No,rom__com,No,Yes,No,Imran Khan,Danish Aslam,Vishal - Shekhar,875,220000000,284100000,1.291363636,2010,118,5.2,4033
Force 2,Normal,No,Yes,action,No,No,No,John Abraham,Abhinay Deo,Amal Malik,2250,410000000,526062500,1.283079268,2016,127,6.2,5048
Ugly,Normal,No,No,drama,No,No,No,Ronit Roy,Anurag Kashyap,G.V. Prakash Kumar,350,65000000,83400000,1.283076923,2013,128,8.0,20709
Hello,Normal,No,No,love_story,No,No,No,Sohail Khan,Atul Agnihotri,Sajid - Wajid,650,140000000,179600000,1.282857143,2008,129,3.3,1981
Kyaa Kool Hain Hum 3,Normal,No,Yes,comedy,No,Yes,No,Tusshar Kapoor,Umesh Ghadge,Sajid - Wajid,2050,260000000,331425000,1.274711538,2016,124,1.9,4165
Dor,Normal,Yes,No,drama,No,No,No,Ayesha Takia,Nagesh Kukunoor,Salim - Sulaiman,100,30000000,38100000,1.27,2006,147,7.9,5785
Babumoshai Bandookbaaz,Holiday,No,No,drama,No,No,No,Nawazuddin Siddiqui,Kushan Nandy,Gaurav Dagaonkar,950,100000000,126200000,1.262,2017,122,6.9,1974
Azhar,Normal,No,No,drama,No,No,No,Emraan Hashmi,Anthony D'Souza,Amal Malik,2100,400000000,499390000,1.248475,2016,130,5.7,5328
Satyagraha,Normal,No,No,drama,No,No,No,Ajay Devgn,Prakash Jha,Salim - Sulaiman,2650,730000000,910075000,1.246678082,2013,152,5.9,4964
Raag Desh,Normal,No,No,drama,No,No,Yes,Kunal Kapoor,Tigmanshu Dhulia,Rana Mazumder,625,9500000,11800000,1.242105263,2017,135,8.1,376
Jab Harry Met Sejal,Holiday,No,No,rom__com,No,No,No,Shahrukh Khan,Imtiaz Ali,Pritam,3200,1190000000,1477580000,1.241663866,2017,143,5.3,19349
Paathshaala,Normal,No,No,drama,No,No,Yes,Shahid Kapoor,Milind Ukey,Hanif Sheikh,500,140000000,171967500,1.228339286,2010,122,4.9,1660
Aarakshan,Holiday,No,No,drama,No,No,No,Saif Ali Khan,Prakash Jha,Shankar - Ehsaan - Loy,1500,530000000,645292500,1.217533019,2011,164,6.2,5170
Agent Vinod,Holiday,No,No,thriller,No,No,No,Saif Ali Khan,Sriram Raghavan,Pritam,2200,600000000,730050000,1.21675,2012,157,5.2,7210
Salaam-E-Ishq,Holiday,Yes,No,love_story,No,No,No,Salman Khan,Nikhil Advani,Shankar - Ehsaan - Loy,900,430000000,522400000,1.214883721,2007,216,5.1,5260
Boss,Holiday,No,No,action,No,No,No,Akshay Kumar,Anthony D'Souza,Meet Bros,2800,700000000,848280000,1.211828571,2013,143,5.1,10583
Shivaay,Holiday,No,No,thriller,No,No,Yes,Ajay Devgn,Ajay Devgn,Jasleen Royal,2950,1030000000,1241455000,1.205296117,2016,153,6.2,9909
Tere Bin Laden,Normal,No,No,comedy,Yes,Yes,No,Ali Zafar,Abhishek Sharma,Shankar - Ehsaan - Loy,375,95000000,114310000,1.203263158,2010,95,7.2,10234
7 Khoon Maaf,Holiday,No,No,thriller,No,No,No,Priyanka Chopra,Vishal Bhardwaj,Vishal Bhardwaj,975,250000000,300700000,1.2028,2011,137,6.1,5640
Luck By Chance,Holiday,No,No,drama,No,Yes,No,Farhan Akhtar,Zoya Akhtar,Shankar - Ehsaan - Loy,600,180000000,216075000,1.200416667,2009,156,7.1,9678
Buddha Mar Gaya,Holiday,No,No,comedy,No,No,No,Paresh Rawal,Rahul Rawail,Bappi Lahiri,285,37500000,45000000,1.2,2007,93,2.6,356
Raaz Reboot,Normal,No,Yes,horror,No,No,No,Emraan Hashmi,Vikram Bhatt,Sangeet - Siddharth,1700,310000000,369650000,1.192419355,2016,128,4.4,1784
Vaada,Normal,Yes,No,thriller,No,No,No,Arjun Rampal,Satish Kaushik,Himesh Reshammiya,285,80000000,95300000,1.19125,2005,122,5.6,826
Saawan... The Love Season,Normal,No,No,love_story,No,No,No,Salman Khan,Saawan Kumar Tak,Aadesh Shrivastava,275,50000000,59168750,1.183375,2006,123,2.8,1177
Baar Baar Dekho,Normal,No,No,drama,No,Yes,Yes,Sidharth Malhotra,Nitya Mehra,Bilal Saeed,1950,530000000,626710000,1.182471698,2016,141,5.3,6423
Chase,Holiday,No,No,action,No,No,Yes,Anuj Saxena,Jag Mundhra,Udhav Ohja,175,4250000,5000000,1.176470588,2010,103,4.9,87
Phantom,Holiday,No,No,action,No,No,No,Saif Ali Khan,Kabir Khan,Pritam,2600,720000000,844400000,1.172777778,2015,136,5.9,8714
Sanam Re,Holiday,No,No,love_story,No,No,No,Pulkit Samrat,Divya Khosla,Amal Malik,2000,270000000,314550000,1.165,2016,120,3.2,2936
Thank You,Normal,No,No,comedy,No,No,No,Akshay Kumar,Anees Bazmee,Pritam,1800,610000000,710232500,1.164315574,2011,125,4.7,5433
Commando 2,Normal,No,Yes,action,No,Yes,No,Vidyut Jammwal,Deven Bhojani,Gourav - Roshin,2200,260000000,300300000,1.155,2017,144,5.3,3015
Phoonk 2,Normal,No,Yes,horror,No,Yes,Yes,Sudeep,Milind Gadagkar,Dharam - Sandeep,675,80000000,92400000,1.155,2010,110,3.2,488
